8,2,3,2,3,4,9,4,13,4,0.654
12,2,4,2,13,2,6,4,14,4,0.539
6,2,3,3,2,3,9,1,4,1,0.012
8,1,11,2,7,4,5,1,3,3,0.239
10,2,5,4,13,4,10,3,4,4,0.81
14,2,2,4,7,2,8,4,6,3,0.452
5,3,12,2,11,3,4,3,13,1,0.425
7,4,11,3,3,4,11,1,9,2,0.916
10,1,10,2,6,3,14,1,4,4,0.847
12,1,6,4,6,1,12,3,6,2,1
2,4,8,1,8,3,7,2,3,2,0.862
11,2,7,1,11,3,3,1,2,4,0.911
7,1,12,3,2,1,6,2,12,4,0.922
11,4,2,3,6,2,9,4,5,2,0.201
11,2,14,1,14,4,13,4,4,4,0.924
3,2,5,4,10,4,5,2,9,2,0.675
5,1,8,3,5,4,13,2,4,1,0.786
14,4,4,3,5,3,5,2,12,3,0.667
3,2,13,3,2,4,11,3,3,1,0.802
8,4,11,3,14,1,2,1,2,2,0.47
2,3,3,3,7,1,9,3,14,2,0.006
10,1,6,3,5,2,3,2,9,4,0.177
10,2,11,1,11,2,6,1,6,4,0.867
8,4,8,2,8,1,2,4,5,1,1
5,2,9,2,12,1,7,4,6,1,0.165
10,3,3,2,8,2,14,3,6,4,0.221
14,2,3,2,6,3,11,4,6,1,0.662
12,2,8,1,10,3,6,2,11,4,0.386
12,3,13,2,6,4,3,4,14,2,0.601
14,2,11,1,4,4,8,4,10,2,0.574
5,3,10,4,11,1,13,3,11,3,0.422
11,4,2,4,10,3,12,3,13,1,0.398
2,1,14,3,12,3,8,2,2,3,0.71
8,1,11,2,11,1,10,4,7,4,0.909
9,2,4,3,8,1,5,3,9,4,0.884
8,4,13,2,5,4,7,2,5,2,0.546
14,4,2,2,14,3,3,1,11,2,0.91
6,1,14,4,4,3,3,3,6,3,0.877
11,2,14,4,13,2,2,2,11,1,0.853
12,1,14,1,10,2,9,1,9,3,0.723
3,4,14,2,6,3,8,2,8,1,0.641
6,2,11,4,12,3,9,1,9,2,0.446
11,2,12,1,10,2,7,3,13,2,0.492
11,2,3,3,11,4,3,2,10,1,0.986
9,3,2,3,10,2,12,2,13,1,0.283
8,3,7,4,2,4,12,2,14,4,0.208
7,1,7,2,6,4,13,2,9,4,0.727
14,3,9,2,7,4,3,3,11,2,0.575
11,2,5,2,5,1,4,3,10,2,0.81
6,1,9,4,8,2,6,3,13,1,0.702
11,3,4,2,13,3,4,3,6,2,0.701
7,1,3,2,12,2,13,3,13,2,0.157
9,3,2,2,10,4,5,3,6,1,0.131
12,3,6,1,2,2,11,3,9,4,0.368
9,4,12,4,7,3,10,3,2,4,0.361
3,1,4,3,13,2,4,1,14,4,0.647
6,4,4,3,8,2,6,3,9,3,0.619
9,1,10,4,11,4,3,3,4,1,0.273
6,1,7,1,13,2,13,4,5,3,0.132
6,4,12,1,6,2,14,1,4,1,0.845
12,3,8,1,13,2,3,1,13,1,0.57
14,2,7,2,12,2,14,4,13,2,0.936
4,1,12,2,14,2,4,3,7,1,0.696
11,2,5,1,6,4,9,1,5,2,0.682
3,3,11,3,7,4,2,2,10,1,0.215
10,4,5,2,8,3,4,3,10,1,0.896
5,2,6,1,5,4,10,2,4,1,0.766
3,2,4,2,2,4,12,2,4,4,0.734
10,3,14,1,9,2,7,4,13,4,0.578
10,3,5,3,12,4,7,1,8,2,0.253
5,2,3,1,4,2,10,2,2,1,0.009
2,1,12,2,3,4,5,2,11,3,0.309
14,2,8,4,5,2,7,3,13,3,0.549
12,2,8,1,14,1,11,4,7,2,0.45
13,4,4,2,8,3,10,2,13,1,0.925
8,4,3,3,12,1,2,1,6,3,0.066
13,1,10,2,12,2,8,2,12,4,0.623
7,1,12,3,10,4,4,1,3,4,0.364
2,1,8,1,8,2,13,1,14,4,0.678
9,4,4,1,9,3,13,1,8,1,0.791
4,2,11,1,4,1,12,3,10,4,0.681
7,3,13,4,2,3,4,1,12,2,0.471
3,4,12,1,5,2,7,1,6,2,0.267
11,4,2,1,9,3,5,4,6,1,0.194
4,3,10,3,7,2,9,4,14,4,0.233
14,3,8,4,3,3,6,2,7,3,0.539
6,3,5,3,5,2,7,2,3,4,0.784
8,2,5,4,11,4,10,3,2,3,0.168
9,4,4,3,14,3,8,1,13,2,0.235
7,1,6,1,9,3,3,3,10,1,0.109
14,4,2,2,5,3,9,2,14,1,0.902
4,4,14,4,8,1,13,3,13,2,0.661
5,4,10,1,13,2,11,3,6,3,0.337
7,4,12,3,3,2,2,3,10,3,0.314
4,1,9,2,7,1,4,4,7,4,0.814
7,3,8,3,6,1,9,4,14,4,0.165
14,3,10,1,11,1,8,3,10,2,0.829
6,1,3,2,2,3,7,4,8,4,0.053
4,3,12,2,10,1,11,4,8,1,0.279
13,2,5,4,2,3,12,3,4,1,0.388
14,3,6,4,7,4,4,2,12,2,0.53
3,3,3,4,14,3,2,1,10,1,0.698
10,2,3,4,13,3,5,4,2,4,0.211
3,3,3,1,3,4,13,1,12,4,0.998
9,4,11,2,10,2,3,2,8,1,0.272
14,2,10,3,9,4,8,1,10,4,0.919
8,2,5,3,6,1,14,4,3,1,0.1
13,4,4,3,2,3,7,3,3,1,0.4
8,1,5,4,2,3,7,1,14,2,0.099
11,4,2,4,11,3,10,3,7,1,0.859
12,4,9,1,14,3,13,1,4,3,0.579
6,1,7,4,4,1,13,2,12,1,0.134
10,2,7,3,9,1,4,4,5,2,0.192
8,1,14,4,13,4,5,3,3,4,0.535
10,2,9,4,6,2,4,3,3,2,0.149
7,2,8,4,14,3,6,1,4,4,0.116
11,1,9,3,14,2,2,3,13,3,0.466
9,1,10,1,6,1,9,3,11,3,0.818
14,2,8,3,5,4,13,3,2,3,0.574
10,1,3,3,3,1,11,2,8,2,0.683
11,2,7,4,8,4,7,2,3,1,0.822
8,4,6,2,11,3,7,2,4,4,0.117
14,3,13,1,9,1,12,3,14,1,0.975
4,4,11,4,8,4,7,2,11,2,0.884
10,4,11,1,10,3,5,2,12,3,0.845
3,3,14,2,5,3,2,4,3,1,0.792
14,4,7,2,3,4,5,3,9,1,0.527
8,1,9,4,14,1,14,3,11,1,0.346
11,2,12,4,11,3,14,4,10,1,0.843
7,4,4,2,7,2,6,2,9,3,0.758
9,1,12,2,7,2,11,1,6,2,0.353
4,1,9,1,11,4,8,3,7,2,0.172
2,3,14,1,2,1,9,1,4,3,0.666
3,2,11,1,3,3,5,3,12,1,0.69
11,3,12,2,7,4,14,3,8,2,0.464
2,4,13,3,14,1,3,1,6,2,0.496
11,2,5,3,9,1,10,1,2,2,0.242
12,4,9,2,4,2,5,4,7,2,0.293
9,4,7,4,12,2,10,2,13,1,0.367
4,3,3,2,14,3,14,4,2,4,0.007
7,1,12,2,9,4,7,4,6,3,0.799
5,2,4,4,5,3,6,3,2,2,0.762
8,1,9,2,10,1,12,4,3,3,0.265
3,2,4,3,12,3,8,4,7,3,0.027
11,4,11,3,8,3,6,4,13,3,0.854
9,2,8,2,3,1,12,3,9,4,0.828
8,1,14,1,13,4,5,2,14,3,0.945
13,1,2,4,11,4,8,3,8,1,0.502
13,4,10,3,12,1,4,3,13,1,0.96
7,4,2,3,11,3,8,2,12,4,0.155
6,3,9,4,12,2,9,1,12,3,0.865
4,1,9,2,3,1,6,3,8,1,0.088
2,2,12,2,6,2,6,3,3,1,0.413
4,1,3,4,9,4,12,4,10,3,0.038
13,1,11,3,8,1,2,1,10,2,0.465
11,4,9,3,14,1,5,4,7,4,0.359
8,4,14,2,13,2,14,1,6,2,0.948
13,2,11,3,11,1,7,1,14,2,0.865
9,4,6,1,9,3,12,2,10,3,0.651
7,1,12,3,7,2,2,1,5,1,0.917
11,2,10,4,2,2,6,4,14,4,0.378
10,1,4,3,4,4,7,3,9,2,0.706
5,1,10,2,12,4,7,1,11,4,0.311
10,2,14,2,11,1,14,1,8,3,0.955
2,3,13,3,2,1,11,4,12,2,0.692
12,3,7,4,5,1,8,1,10,1,0.309
14,2,9,3,4,1,8,2,2,1,0.56
11,3,8,3,11,4,12,3,7,4,0.819
5,2,4,3,11,1,11,4,14,2,0.06
7,2,11,1,9,2,6,3,8,1,0.201
5,3,8,3,7,2,10,4,3,2,0.126
5,2,9,4,4,3,11,3,2,4,0.159
14,4,11,3,8,4,12,4,4,3,0.584
10,4,12,1,11,4,8,3,14,4,0.481
7,2,14,3,2,4,8,2,11,4,0.555
6,1,12,4,8,4,14,3,9,1,0.435
6,3,8,4,11,4,13,3,8,3,0.698
9,1,9,2,5,2,6,2,13,2,0.792
2,2,4,2,14,1,8,2,12,2,0.022
5,1,2,1,5,3,4,4,6,2,0.72
6,1,2,4,7,2,11,3,8,1,0.097
9,1,10,1,5,4,13,2,6,1,0.294
11,4,6,4,3,4,12,3,7,1,0.335
11,3,13,3,13,2,14,3,5,1,0.869
14,3,9,4,12,2,6,1,13,2,0.593
7,3,5,3,14,3,6,3,11,1,0.118
14,2,7,4,9,1,3,1,5,1,0.513
13,4,4,4,8,2,2,3,12,3,0.428
14,4,7,3,10,1,12,3,10,3,0.689
8,2,8,1,13,3,3,1,6,3,0.818
9,4,10,2,12,3,5,1,13,1,0.356
7,2,9,3,12,3,11,4,6,1,0.254
8,3,11,4,6,3,5,3,8,4,0.902
2,1,11,2,12,3,13,4,9,3,0.366
11,2,14,2,2,1,7,3,8,3,0.566
12,4,2,4,5,1,6,1,2,2,0.663
8,4,11,1,10,1,6,4,6,1,0.373
6,1,11,1,3,3,10,4,7,3,0.246
12,1,4,1,10,3,8,2,3,2,0.299
8,4,14,2,3,3,4,3,12,1,0.581
11,4,8,2,2,4,3,1,2,1,0.306
2,4,9,4,6,4,12,3,3,3,0.159
10,4,13,1,3,3,9,2,4,1,0.435
8,2,10,4,6,2,12,4,13,1,0.363
8,4,7,1,5,4,8,2,4,1,0.871
2,2,5,1,10,3,10,1,7,2,0.047
3,1,7,1,11,2,8,3,5,4,0.104
9,4,5,3,4,3,12,2,12,3,0.236
9,3,12,3,5,3,2,1,13,4,0.447
9,2,13,2,4,3,8,1,13,1,0.94
10,3,5,1,6,3,14,4,7,1,0.239
8,2,3,1,14,4,2,4,9,2,0.137
10,4,4,1,14,1,2,4,5,1,0.209
13,3,14,3,4,4,8,4,8,1,0.736
7,2,9,1,10,1,9,3,5,2,0.806
3,4,12,2,10,2,7,4,14,3,0.42
8,2,2,2,5,2,13,2,11,4,0.151
6,2,13,4,11,3,6,1,10,2,0.729
6,3,11,2,6,1,10,4,12,4,0.716
4,3,13,4,7,1,5,4,12,1,0.428
13,3,13,1,7,3,3,3,5,2,0.949
9,1,8,4,3,4,8,1,13,3,0.789
3,4,5,3,6,1,11,2,11,1,0.046
5,3,10,1,5,1,10,4,4,2,0.993
12,4,4,4,4,1,7,2,5,3,0.686
14,1,12,4,11,2,6,3,8,4,0.572
5,4,14,2,9,2,5,3,11,1,0.747
4,1,2,3,10,1,7,2,9,2,0.028
5,4,9,4,7,1,9,1,11,2,0.789
14,4,4,4,3,3,6,3,13,3,0.5
8,3,7,4,5,3,5,4,11,2,0.202
7,3,12,3,14,1,3,2,12,4,0.827
7,3,7,2,2,2,3,4,7,1,1
14,3,5,3,8,4,4,3,4,2,0.651
9,2,14,2,9,1,8,3,12,4,0.826
11,1,10,3,8,3,14,2,2,3,0.367
4,2,7,2,8,1,10,1,2,1,0.104
12,3,2,3,4,4,5,4,13,4,0.395
11,3,2,2,8,4,6,2,14,4,0.286
13,4,10,3,11,1,10,2,9,2,0.788
14,4,3,1,2,2,10,3,4,4,0.532
12,4,5,1,5,2,14,4,6,3,0.696
8,2,14,3,9,4,12,4,12,2,0.682
13,3,2,1,3,2,4,1,11,3,0.378
4,4,2,4,4,1,3,1,6,4,0.732
3,1,3,2,14,4,5,4,8,3,0.591
2,2,2,3,9,3,6,3,7,1,0.563
9,3,13,3,12,1,11,1,14,2,0.578
2,4,6,3,7,1,14,3,6,4,0.653
10,2,3,1,11,2,8,2,2,4,0.218
8,1,6,4,12,2,7,4,11,3,0.177
8,4,5,2,5,3,11,2,2,4,0.805
7,2,2,3,5,2,11,3,13,1,0.083
10,1,5,2,9,2,12,2,9,4,0.339
9,4,10,2,8,1,7,1,3,4,0.193
13,1,10,2,8,4,14,4,12,1,0.597
2,1,5,3,14,3,6,4,5,2,0.658
5,2,7,2,10,2,8,4,13,2,0.153
11,3,11,1,2,4,4,4,14,4,0.806
10,4,14,1,14,4,3,3,11,1,0.953
14,2,12,1,10,4,13,1,10,3,0.727
10,4,3,3,2,2,4,3,7,3,0.165
2,1,10,1,5,4,8,2,5,2,0.226
13,2,10,3,4,4,12,1,9,4,0.469
14,3,6,1,5,2,13,3,2,1,0.533
4,2,6,4,8,1,12,4,2,4,0.051
2,1,9,3,13,3,5,3,7,1,0.129
7,2,8,4,14,3,13,3,4,2,0.18
6,1,4,3,7,1,9,3,13,4,0.096
8,2,9,3,6,2,12,2,7,1,0.188
3,3,14,2,4,2,10,2,5,2,0.502
2,3,9,2,14,2,6,2,11,4,0.224
10,2,14,4,8,4,11,3,6,2,0.596
13,4,11,1,8,3,3,4,13,2,0.94
14,2,11,1,4,3,11,2,14,4,0.998
11,2,6,3,10,2,10,3,4,1,0.334
11,2,10,4,13,2,11,3,4,4,0.82
8,3,9,1,6,4,14,1,7,2,0.192
11,2,7,2,3,1,12,1,4,1,0.308
8,1,12,4,10,3,4,2,14,4,0.45
4,1,12,4,10,1,13,2,3,1,0.386
14,3,10,2,8,3,5,1,11,4,0.581
7,1,2,2,12,2,13,1,13,3,0.151
10,3,14,4,3,2,9,3,11,2,0.605
12,2,9,4,5,2,3,1,3,3,0.452
